,job_id,job_types,job_tag,post_time,job_title,company,salary,location,no_of_review,job_summary
10,jl_049ccf52f0ad0d2b,fulltime,analytics,6 days ago,"Analyst, Capital Analytics",RBS,,Birmingham,"2,920 reviews",We're looking for an Analyst to join the Capital Analytics team in Birmingham. As part of the Capital Analytics team you will support deep dive reviews of...
11,jl_eeff279910ff9414,fulltime,analytics,30+ days ago,Analytics Summer Internship (3 months),Expedia,,London EC1V,634 reviews,"Final or penultimate year of a Statistics, Mathematics, Analytics, Economics or Business. Pursuing a Bachelor’s or Master’s degree in Statistics, Mathematics,..."
12,jl_c61d7463c8cad740,fulltime,analytics,1 day ago,FCTM Applied Analytics Analyst,HSBC,,Birmingham,"10,548 reviews",Provide an interface between SFR Regional analytics and central analytics. FCTM Applied Analytics Analyst. Report to the Applied Analytics Fraud Lead....
13,jl_2147151701cc08a1,fulltime,analytics,9 days ago,S4 Reporting & Analytics Expert,Vodafone,,Newbury,"3,449 reviews",S4 Reporting & Analytics Expert. Experience of developing Reporting and Analytics strategies. Responsible for supporting the Reporting & Analytics Stream....
14,jl_3743f58a077d8f3f,fulltime,analytics,30+ days ago,Analytics Consultant,Tessella,,Abingdon,2 reviews,"Provide analytics and consultancy capabilities as part of an analytics solution delivery team as required. Clarify, qualify and shape analytics opportunities..."
15,jl_6383903eedf080e0,fulltime,analytics,9 days ago,"Life Sciences Consultants - Victoria, London",PA Consulting Group,,London,52 reviews,"Our team enables our clients to accelerate R&D timelines through better use of data, analytics and AI. Bringing Ingenuity to Life...."
16,jl_cf231c48d7af807d,fulltime,analytics,8 days ago,Contracting Analytics Specialist,NEL,"£39,866 - £49,704 a year",London SE1,7 reviews,"We are looking for an enthusiastic, experienced and skilled NHS Information Analyst who will join a talented and reputable Contracting Analytics team which..."
17,jl_ca68adeb245f7986,fulltime,analytics,15 days ago,Analytics & Optimization Manager,HSBC,,Birmingham,"10,548 reviews","Analytics & Optimization Manager, Fraud Risk, FCTM - Financial Crime Risk. We are currently seeking an experienced individual to join this team in the role of..."
18,jl_e81e34ae5d6b70e5,fulltime,analytics,30 days ago,2019 UK Graduate consultant scheme: Economic & Social Develo...,Mott MacDonald,,London,394 reviews,"Analytics - GIS, spatial mapping, data management. Intelligent analytics – Geographical Information Systems (GIS) mapping, data analysis, social and..."
19,jl_93d5326817f2029b,fulltime,analytics,22 days ago,"Assistant Director of Analytics, Deputy CIO",East Lancashire Hospitals NHS Trust,"£70,206 - £85,333 a year",Blackburn BB2,13 reviews,The Directorate is looking to employ an Assistant Director of Analytics / Deputy CIO to take the considerable resource we have and optimise its value....
20,jl_64c2324b62408960,fulltime,analytics,30+ days ago,Data & Analytics,PwC,,London,"5,990 reviews","A career in within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive..."
21,jl_d58410d85cc195db,fulltime,analytics,27 days ago,Real World Data and Analytics,GlaxoSmithKline,,London,"3,197 reviews","Working in our Real World Data and Analytics team you will help shape GlaxoSmithKline’s Real World Data access and analytic strategy, and work at all stages of..."
22,jl_203cbc9e197e0a62,fulltime,analytics,6 days ago,Capital Analytics Manager,RBS,,Birmingham,"2,920 reviews","We're looking for a Capital Analytics Manager to join us in Birmingham or London. As a Capital Analytics Manager, you'll be conducting deep dive reviews of..."
23,jl_98ea7be1a063d0fb,fulltime,analytics,1 day ago,"Senior Associate, Performance and Analytics",SS and C GlobeOp Financial Services,,London,98 reviews,"Senior Associate, Performance and Analytics. Due to recent growth and prospects, the Performance and Analytics team is searching for an addition in the..."
24,jl_9bf799089eefea91,fulltime,analytics,6 days ago,Business Support Officer,NHS England,"£23,023 - £29,608 a year",Leeds LS2,"4,005 reviews","We are particularly interested, across these roles, in applicants with an understanding of how digital solutions, innovative technologies and specialist..."
25,jl_2078c984d07c8ed4,fulltime,analytics,26 days ago,Analytics Developer,Sainsburys,,Milton Keynes,"6,733 reviews",Analytics Developer - 18001IDN). We currently have an exciting opportunity for an Analytics Developer join our team....
26,jl_04e44c228508c8c0,fulltime,analytics,9 days ago,Senior Analytical Consultant - Predictive Analytics,Dun & Bradstreet,,Marlow,166 reviews,Develop full custom analytics solutions. Provide the necessary technical support on any analytic solutions sold to customers....
27,jl_0a0d11066180687a,fulltime,analytics,8 days ago,Digital Journalist,Reach,,Bath,,You’ll need to be good at building contacts and using analytics tools to get closer to the audience and learn more about what they like to read....
28,jl_01c216b0688ac55a,fulltime,analytics,23 days ago,Data Sciences & AI Graduate Programme - UK,AstraZeneca,,Cambridge CB4,"1,484 reviews","Working with our Data & Analytics Team to identify, assess and recommend the most innovative external partners, and high impact AI technologies...."
29,jl_340b3a841d57723a,fulltime,analytics,11 days ago,Director of Analytics and Reporting,Groupon,,London,646 reviews,"DIRECTOR OF ANALYTICS AND REPORTING. 10+ years (preferably at director level) experience in data analytics, advanced reporting and execution (operational..."
30,jl_59af1463838f3be9,fulltime,analytics,28 days ago,Research Assistant in Holoscopic 3D Imaging and Big Data Ana...,Brunel University,"£31,681 - £41,775 a year",Uxbridge,60 reviews,This involves low-level visual media analysis techniques as well as data/metadata fusion and analytics aimed at automatic classification and big data...
31,jl_200679a7bd039fc5,fulltime,analytics,6 days ago,Data Analytics Consultant,Gartner,,Egham,308 reviews,What makes Gartner Consulting a GREAT fit for you? A career at Gartner Consulting will be unlike any other you have experienced. Not only are we are...
32,jl_406acf3de2443e5a,fulltime,analytics,30+ days ago,Graduate Tech Data & Analytics in Assurance Glasgow 2019,PwC,,Glasgow,"5,990 reviews","A career within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive..."
33,jl_c3e4041b92df17e0,fulltime,analytics,13 days ago,International Strategy Analyst,Avis Budget Group,,Bracknell RG12,"2,479 reviews","Ideal candidates will be educated to degree level, preferably from a business or quantitative / analytical discipline (for example, business studies /..."
34,jl_f758475add3afd28,fulltime,analytics,13 days ago,International Strategy Analyst,Bracknell - Fixed Term & Permanent Hires,,Bracknell,"2,479 reviews","Ideal candidates will be educated to degree level, preferably from a business or quantitative / analytical discipline (for example, business studies /..."
35,jl_21b7f2dfabf3177d,fulltime,analytics,8 days ago,Analytics Presales Consultant,FICO,,London,123 reviews,"As an Analytics Presales Consultant, you will be part of a fast-growing team helping to grow FICO’s predictive modelling, optimization, regulatory compliance,..."
36,jl_5ea9a18d5f7b9129,fulltime,analytics,13 days ago,Data & Analytics - Financial Services,PwC,,London,"5,990 reviews","A career in within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive..."
37,jl_80becc132641082b,fulltime,analytics,22 days ago,Investigator Analytics - Cell and Gene Therapy,GlaxoSmithKline,,Stevenage,"3,197 reviews",Your Responsibilities: GSK’s Cell & Gene Therapy Platform CMC team is being expanded to support an increasing portfolio of cell and gene therapies. The team...
38,jl_1a0844f8d211b5c6,fulltime,analytics,30+ days ago,Insights & Analytics Executive,ScS Upholstery,,Sunderland SR1,13 reviews,Advanced knowledge of Google Analytics. Conduct regular analytics and marketing data health checks. Train other team members and key stakeholders to encourage...
39,jl_139f3d3350959f58,fulltime,analytics,30+ days ago,ANALYTICS & REPORTING ASSOCIATE (ENERGY INVESTMENTS),Octopus,,London,,"The Analytics and Reporting Associate will liaise directly with these operating teams, to develop the value, integrity and management of data used to track and..."
40,jl_b760e43591c78546,fulltime,analytics,20 hours ago,Data Warehouse & Analytics Consultant,Capita Plc,,Wiltshire,"2,018 reviews",Become a Data Warehouse & Analytics Consultant with Barrachd. A Data Warehouse & Analytics Consultant is urgently required for one of the fastest growing Cognos...
41,jl_d9fd8c914a29b393,fulltime,analytics,1 day ago,Research Fellow - Real Estate/ Urban Informatics and Analyti...,Oxford Brookes University,"£31,302 a year",Oxford,70 reviews,To email the post of Research Fellow - Real Estate/ Urban Informatics and Analytics to a friend copy and paste link below:....
42,jl_a5d35ebce6ce878b,fulltime,analytics,8 days ago,Assistant to the MD Plans EMEA,Computershare,,London EC2Y,622 reviews,"In the UK, we work with over 900 clients across the main and AIM markets and are the number one share Registrar as rated by Capital Analytics survey of..."
43,jl_1ff776b2a4df28ae,fulltime,analytics,30+ days ago,Consulting - Data & Analytics,PwC,,Manchester,"5,990 reviews","A career within Cloud Computing and Networking services, will provide you with the opportunity to focus on the joint business relationship between PwC and..."
44,jl_02c8bfacb7b2d1cb,fulltime,analytics,2 days ago,Retail Data Analyst,Jet2.com and Jet2holidays,,Leeds,135 reviews,"You will be proficient in the use of Excel, passionate about analytics, comfortable processing large volumes of data and have excellent attention to detail...."
45,jl_afb5ae29ff849c7b,fulltime,analytics,4 hours ago,Customer Research and Insight,HSBC,,Leeds,"10,548 reviews","Effective collaboration with other members of the Social Media Listening & Analytics team. Ensure compliance with Social Media Listening & Analytics processes,..."
46,jl_5e836f1485c5e8d1,fulltime,analytics,30+ days ago,Customer Service Associate - Data Analytics,Estee Lauder,,Fareham,"1,466 reviews",Reporting and Analytics – Publish KPI reports to Key internal and external Stakeholders detailing Order Management Performance vs Targets....
47,jl_7f1b341b814dc299,fulltime,analytics,4 hours ago,Global Markets| Full Time Analyst 2,Bank of America,,London,"22,854 reviews","Leveraging our local relationships and broad global capabilities, we provide our clients with creative and innovative ideas and market insights, trading..."
48,jl_0f3be053e7ae782d,fulltime,analytics,30+ days ago,13 Month Placement - IT & Data Analytics (July 2019),BMW,"£17,500 a year",Oxfordshire,"2,057 reviews","<BR><BR>We are currently seeking a student with interest in, and enthusiasm for new technologies like BigData, Predictive Maintenance or Data Analytics and a..."
49,jl_9480ec0110d86d92,fulltime,analytics,5 days ago,Insight & Analytics Executive Client Insight National,PwC,,London,"5,990 reviews","A career in Sales and Marketing, within Internal Firm Services, will provide you with the opportunity to focus on positioning a distinctive PwC brand in the..."
50,jl_5995624dbfac7a10,fulltime,analytics,7 days ago,Senior Associate - Forensics - Investigative Analytics,PwC,,Belfast,"5,990 reviews",Data analytics programming (e.g. Supervision of more junior staff performing data analytics roles. Investigative Analytics involves the analysis of data to...
51,jl_1fca8980327bdcdb,fulltime,analytics,30+ days ago,Data & Analytics Placement Program 2019,Travelport,,Langley,135 reviews,"Our 13-month Data Analytics placements (based at our offices in Langley, Berkshire) will include:. The number of Data Analytics internships continues to grow..."
52,jl_700470dd8b441f96,fulltime,analytics,30+ days ago,Analytics Developer,Macquarie Group Limited,,London,143 reviews,"As part of this build out, we are looking to hire an Analytics Developer to join our Global Development team with a focus on European equities...."
53,jl_a851526c05cc3059,fulltime,analytics,13 days ago,Analytics & Conversion Rate Optimisation Specialist,Leo Vegas,,Newcastle upon Tyne,,"As we are going through exceptional growth, we are expanding our Online Gaming Team we are looking for a Analytics & Conversion Rate Specialist to deliver..."
54,jl_4f6be3867e762ab3,fulltime,analytics,30+ days ago,Graduate - Strategic Analytics Consultant - Start Dates thro...,IBM,,United Kingdom,"23,492 reviews","Providing specialist analytics; As part of the next generation of Strategic Analytics Consultants, you will be working at the interface of consulting and..."
55,jl_24525e9e7bda25da,fulltime,analytics,30+ days ago,Intelligence Intern (3 months),Airbus Group,,Leicester,"1,225 reviews","This role will sit in the Energy, Infrastructure and Analytics team within Intelligence UK. The team delivers projects to support the Oil and Gas Industry using..."
56,jl_4f8fcc777dd74ce7,fulltime,analytics,10 days ago,Trainee Football Reporter,Reach,,Glasgow,,Use analytics and data intelligence to guide your own content production. Using search and social analytics platforms to determine content choices and...
57,jl_5873a76350c2f1ef,fulltime,analytics,7 days ago,Business Intelligence Officer,Central and North West London NHS Foundation Trust,"£26,565 - £42,046 a year",London NW1,16 reviews,"As a Business Intelligence Officer you will be a critically analytic and self-motivated individual, with an organised and logical approach to work...."
58,jl_eb741638f75d484a,fulltime,analytics,30+ days ago,Consulting - Data & Analytics - Strategy&,PwC,,London,"5,990 reviews","Data sources, analytics). A career in our Analytics Technology practice, within Data and Analytics Technology services, will provide you with the opportunity to..."
59,jl_7b71552a3caa5f60,fulltime,analytics,16 days ago,"Analysis, Modelling & Simulation Graduate Programme 2019",QinetiQ,,Farnborough,160 reviews,Data Analytics – Farnborough or Malvern. Development and application of Data Analytics and Big Data techniques; Job description/Person specification....
60,jl_8a9f8ca357bac0ff,fulltime,analytics,3 hours ago,"Market Analyst - ICIS - Holborn, London",Reed Business Information,,United Kingdom,61 reviews,"Customers have access to our high-value industry data, analytics, information and tools. ICIS is looking for a European gas and LNG analyst to support the..."
61,jl_925d6d5d2687f059,fulltime,analytics,15 days ago,Visual Analytics Engineers,Accenture,,London,"14,997 reviews","Visual Analytics Engineers. Creating digital analytics strategies, which enable business users to take advantage of advanced analytics models through simple to..."
62,jl_ef5a139293a3984c,fulltime,analytics,2 days ago,RFP Intern,AXA,,London,"1,341 reviews","Compiling quantitative data (assets under management, staff numbers, performance and risk analytics). RFP Intern (180008K9)...."
63,jl_b8a78105345a8466,fulltime,analytics,7 days ago,Senior Associate - Forensics - Investigative Analytics - Bel...,PwC,,Belfast,"5,990 reviews",Data analytics programming (e.g. Supervision of more junior staff performing data analytics roles. Investigative Analytics involves the analysis of data to...
64,jl_48eb988392103728,fulltime,analytics,15 days ago,Advanced Analytics - CPG + Retail Sales Leader,IBM,,United Kingdom,"23,492 reviews","We’re really interested in how you’ve used all your industry experience and hands on data science skills to develop, sell and deliver value-driven proposals..."
65,jl_378a89776fd8941c,fulltime,analytics,30+ days ago,Sainsbury's Analytics Undergraduate Placement,Sainsburys,,London,"6,733 reviews","Sainsbury's Analytics Undergraduate Placement - 12 Month Fixed Term Contract (18001ANB). Whether you’re based in our Customer Analytics, Innovation, Business..."
66,jl_7c1f1719780b6d40,fulltime,analytics,28 days ago,Field Applications Specialist - Pharma Analytics - 12 Month...,Thermo Fisher Scientific,,Field Based,"2,066 reviews","FAS Pharma Analytics - 12 Month Contract. Supporting implementation of Pharma Analytics solutions at customer site (instruments, kits, consumables and services)..."
67,jl_ccbe645c587c960a,fulltime,analytics,30+ days ago,Data Scientist - PHC Analytics,Roche,,Welwyn,"1,663 reviews","Experience implementing advanced analytics approaches (machine learning, longitudinal data analysis, etc.). You will need strong strategic, collaboration and..."
68,jl_220fc87921d9fbc7,fulltime,analytics,43 minutes ago,UX UI Intern | June 2019 - June 2020,Asos.com,,London,233 reviews,Our digital analytics team spend their days understanding where our users come from and what they do when they’re on the site....
69,jl_96e4a77b69693fdc,fulltime,analytics,30+ days ago,"Manager, Customer Analytics",Expedia,,London EC1V,634 reviews,Applying advanced analytics techniques to identify optimisation levers for our communication strategy. Implementing a cutting-edge toolkit for A/B testing in...
70,jl_59cc3773a47f971e,fulltime,analytics,28 days ago,Research Consultant,Bupa,,Staines-upon-Thames,"1,104 reviews",Work with Analytics & Marketing Effectiveness and Market & Competitor to ensure that research findings are combined with data insights and market trends to...
71,jl_441e41cdacbd0688,fulltime,analytics,10 days ago,Advanced Analytics Manager,GlaxoSmithKline,,Uxbridge,"3,197 reviews",Experience within a commercially focused analytics environment. Influence the decisions taken by commercial managers through robust and well interpreted...
72,jl_47dfb26d64abd1f7,fulltime,analytics,7 days ago,Personal Assistant,AstraZeneca,,Luton LU1,"1,484 reviews",Are you an experienced and confident Personal Assistant who has worked in a large global organisation looking to join an extremely busy and vibrant team in the...
73,jl_e79013e0bc76c55e,fulltime,analytics,30+ days ago,Applied Data Analytics - Associate,Alvarez & Marsal,,London,37 reviews,Associate - Data Analytics. Big data and predictive analytics. Our Data Analytics team has experienced unprecedented growth & an opportunity exists for an...
74,jl_9bb468caf0653b7c,fulltime,analytics,30+ days ago,"Marketing Internship (inc. Analytics, Content & Digital) - 1...",EATON,,Leamington Spa,"3,229 reviews","Undergraduates working towards a minimum of a 2:1 in a related discipline (Marketing, Data Analytics, Statistics, Economics, Communications etc.)...."
75,jl_68d5f36c683d97cf,fulltime,analytics,13 days ago,Customer Analyst,The White Company,,London,91 reviews,"A new role the Senior Insight and Analytics Manager; Set up 23 years ago by our founder, Chrissie Rucker, The White Company is a privately owned International..."
76,jl_74989875de933930,fulltime,analytics,29 days ago,Quantitative Professional Development Programme 2019,State Street,,London,"2,071 reviews","Influence the trading desk analytics and digital offering; Rotations within our data & analytics business, and it’s academic affiliate, State Street Associates,..."
77,jl_de277c8a3fc5af9c,fulltime,analytics,30+ days ago,General applications to McCann Manchester,Worldgroup Careers,,Prestbury,75 reviews,"SEO, PPC, Analytics, Front End Developers, Back End Developers, UX, UI, Project Managers. McCann Manchester – General applications...."
78,jl_500e1d5f202379f6,fulltime,analytics,9 hours ago,Finance Assistant,NHS Herts Valleys Clinical Commissioning Group,"£20,150 - £23,363 a year",Hemel Hempstead HP2,"4,005 reviews",They will contribute to preparatory work on Month-end and other finance analytics within the department. An excellent opportunity has arisen to join a high...
79,jl_17b9c20525ad5a47,fulltime,analytics,1 day ago,Biomedical Support Worker - Chemical Pathology,Homerton University Hospital NHS Foundation Trust,"£21,786 - £23,028 a year",London E9,9 reviews,The Homerton is an innovative and friendly Foundation Trust providing a wide range of services to the local community of Hackney and specialist services on a...
80,jl_c754dc364c9c94d2,fulltime,analytics,13 days ago,Junior Marketing Analyst,The White Company,,London,91 reviews,"The Analytics Executive will provide strategic support and actionable insight to all areas of the business. Set up 23 years ago by our founder, Chrissie Rucker,..."
81,jl_b239b3efc215ec67,fulltime,analytics,3 days ago,BI Analytics Manager,Vodafone,,London,"3,449 reviews",BI Analytics Manager. Be an analytics subject matter expert and drive adoption of analytics into Next Gen Services of Group BI & Analytics....
82,jl_dbd4f15a8abd5fe9,fulltime,analytics,30+ days ago,Insight & Analytics Specialist,Vodafone,,Newbury,"3,449 reviews",Insight and Analytics Specialist. Are you ready to join our Commercial Operations team as our next Insight and Analytics Specialist?...
83,jl_273ab2ec3ff50cb8,fulltime,analytics,9 days ago,Research Analyst,Cision EMIA,,London,,Cision is a leading media communication technology and analytics company that enables marketers and communicators to effectively manage their earned media...
84,jl_b217f72aa7696703,fulltime,analytics,6 days ago,Risk Analytics and Modelling,HSBC,,Sheffield,"10,548 reviews","Risk Analytics and Modelling. Risk Analytics & Modelling roles are responsible for modelling and analytic controls covering design, development, implementation,..."
85,jl_cd278c60bfcda104,fulltime,analytics,13 days ago,All 4 Viewer Enquires Agent,Concentrix,,Belfast,"4,402 reviews",Concentrix helps clients with everything from consulting and technology services to analytics and insights....
86,jl_812d6ee4a40f1073,fulltime,analytics,4 hours ago,Analytics Project Manager,NEL Commissioning Support Unit,,London,6 reviews,"We deliver an extensive range of services including contracting, analytics, clinical services and ICT to name a few...."
87,jl_bf501e5c5d7f724a,fulltime,analytics,2 days ago,Application by Invite Only - Debut Talent Spot - Consulting...,IBM,,United Kingdom,"23,492 reviews",Using real-time analytics and cloud technologies; Your future in Technology Consulting starts here with the Graduate Employer of the Year!...
88,jl_a2a0ca751ef947a8,fulltime,analytics,30+ days ago,Digital Mgr Digit Insights And Analytics,"Discovery Communications, LLC",,London,321 reviews,"Robust experience working with digital and social media tools and data portals, like Adobe Analytics, Google Analytics, Omniture and/or ComScore, Spredfast,..."
89,jl_0c1ebf8aeb5eb2cb,fulltime,analytics,30+ days ago,Analytics Consultant,FICO,,London,123 reviews,Adept at translating business problems into analytic solution statements. Hands-on experience of analytics and regulatory modelling in corporate banking....
90,jl_a68f5e7eac17b1a8,fulltime,analytics,9 days ago,Analytics Manager,Dun & Bradstreet,,Marlow,166 reviews,Develop full custom analytics solutions. Create documents and presentations for all analytics projects that fall under ownership....
91,jl_6b8942012bd01c63,fulltime,analytics,2 days ago,Research and Data Analyst,Office of Qualifications and Examinations Regulati...,"£31,000 - £36,540 a year",Coventry CV1,, Working with other directorates in the organisation to evaluate their data and analytics requirements.  Keeping abreast of latest development in data and...
92,jl_59e1f76dbf4de0b0,fulltime,analytics,15 days ago,"Research Assistant, Education",WebMD,,London,157 reviews,Conduct research projects to translate evaluation questions into analytic plans. At least 2 years of relevant experience in research and/or data analytics....
93,jl_a5e17c9caaa9ff84,fulltime,analytics,30+ days ago,Analytics Specialist,YOOX NET-A-PORTER GROUP,,London,97 reviews,Experience in Experimentation design & analytics. Being an educator of Analytics within the business. Champion the data and analytics agenda across the business...
94,jl_0bc3ba83e485b7b9,fulltime,analytics,16 days ago,"Analyst, Revenue Analytics",Hilton Corporate,,Watford,"10,081 reviews",Data and Analytics. We are looking to hire an Analyst within our Revenue Analytics team on a permanent basis....
95,jl_81d5a3f004eae19c,fulltime,analytics,1 hour ago,Qlikview Developer,RBS,,London,"2,920 reviews",Experience working with senior stakeholders in sales and trading to deliver new functionality and improvements around analytics....
96,jl_ebcaa41a742cb339,fulltime,analytics,10 days ago,"Commodity Risk Manager – GSP, GOE Analytics and Central Risk",BP,,East London,"2,512 reviews","Deep expertise in risk analytics - to help support and educate GOE Finance and Risk teams. Drive analytics for market risk metrics, aligning with IT&S to ensure..."
97,jl_73841985ef4eefd6,fulltime,analytics,3 days ago,Range Optimisation Project Manager – Data Analytics –Categor...,ASDA,,Leeds LS11,"5,547 reviews",You will have a track record in retail data analytics and/ or category strategy analytics. Range Optimisation Project Manager – Data Analytics – Category...
98,jl_2ca8956239fa5fed,fulltime,analytics,22 hours ago,"Director, Capital Markets Analytics & Modelling",Funding Circle UK,,London,2 reviews,"Director, Capital Markets Analytics & Modelling. Run senior internal and external stakeholder relationships to ensure regular, reliable and standardised..."
99,jl_2b6ef7a85df2d27b,fulltime,analytics,6 days ago,Perception Analyst,Ipreo,,London,34 reviews,Perception Analytics also provides valuable insight into the key factors and concerns that drive investment decisions and sell-side ratings....
100,jl_4787df1e940f3d52,fulltime,analytics,30 days ago,Operator - Semi Skilled,General Electric,,Hamble-le-Rice,"4,692 reviews","By combining world-class engineering with software and analytics, GE helps the world work more efficiently, reliably, and safely...."
101,jl_eb6601997f6541ca,fulltime,analytics,26 days ago,Growth Hacker,FACEIT,,London,2 reviews,"You have a clear understanding of data, analytics, metrics and statistics; Previous working experience with web analytics and A/B Testing tools and frameworks;..."
102,jl_1c86c209a9414b9c,fulltime,analytics,27 days ago,Investment Banking Operations Associate - London,Goldman Sachs,,London,"1,228 reviews",Our team of critical thinkers partners with groups in all areas of the firm to perform financial analytics and reporting and data analytics and engineering....
103,jl_960073f8daf95628,fulltime,analytics,9 days ago,OCONUS Signals Analyst,CACI,,United Kingdom,"1,435 reviews",Create written reports summarizing effectiveness of strategies and analytic results. What You’ll Get to Do:....
104,jl_620780243c04d356,fulltime,analytics,30+ days ago,Software Engineering - Data Analytics - QlikView,JP Morgan Chase,,Glasgow G2,"21,167 reviews","You’ll join an inspiring and curious team of technologists dedicated to improving the design, analytics, development, coding, testing and application..."
105,jl_eb391152282098e3,fulltime,analytics,30+ days ago,UFLP Graduate Finance 2019 (UK&I),Unilever,,London,"5,420 reviews","Right across the business we are an integral part of the teams that make strategy and investment decisions, bringing digital insights and business analytics to..."
106,jl_ddb32b2b143580c8,fulltime,analytics,7 days ago,"Analyst, Analytics & Strategic Pricing",RELX Corporate,,United Kingdom,21 reviews,"Web analytics, particularly using Google or Adobe Analytics. Analytics Project Management. Advanced analytics techniques (e.g...."
107,jl_50f7e650c6e8bc6e,fulltime,analytics,27 days ago,Research & Development- 12 Month Placement/Internship,General Electric,,Amersham,"4,692 reviews","By combining world-class engineering with software and analytics, GE helps the world work more efficiently, reliably, and safely...."
108,jl_f0dc6d793da061de,fulltime,analytics,17 days ago,Research Associate,Imperial College London,"£37,904 - £40,994 a year",Hammersmith,116 reviews,"In particular, applicants must hold a PhD or equivalent qualification in biology, computing, or closely related discipline, and should have a strong track..."
109,jl_83000d212c1484ce,fulltime,analytics,30+ days ago,Head of Analytics,Post Office Ltd,"£75,000 a year",London,273 reviews,"Director of MI, Data Strategy & Analytics. Up to date expert knowledge of analytics and data science approaches (e.g...."
110,jl_cd739f3f80e47511,fulltime,analytics,30+ days ago,Head of Data & Analytics,BBOXX,,London,4 reviews,"Head of Data and Analytics. Lack of energy access in sub-Saharan Africa is a significant problem, with more than 600 million people currently without mains..."
111,jl_2540f90ed4b71bc9,fulltime,analytics,4 hours ago,Analyst,GroupM,,London,95 reviews,Cut your teeth on a range of advanced analytics approaches. As an Analyst you will play an important part of Xaxis’ EMEA Analytics and Insight team....
112,jl_f8d63efc363e6853,fulltime,analytics,24 days ago,Image Analyst,Airbus Group,,Leicester,"1,225 reviews","This role will sit in the Energy, Infrastructure and Analytics team within Intelligence UK. The team delivers projects to support the Oil and Gas Industry using..."
113,jl_bfa83b2b150a4004,fulltime,analytics,19 days ago,Materials Scientist - Additive Manufacturing,Airbus Group,,Bristol,"1,225 reviews","With your creative and analytic mind, you will:. Airbus is a global leader in aeronautics, space and related services...."
114,jl_0b9001c1dbca7fbf,fulltime,analytics,30+ days ago,Analytics Manager,Expedia,,London EC1V,634 reviews,"As an Analytics Manager, you will be working on various fast-evolving products, serving as the analytics expert, surfacing the signals in our data and..."
115,jl_400b1cc5ea25c3da,fulltime,analytics,24 days ago,Content Assistant - Warner,Bourne Leisure,,Hemel Hempstead HP2,254 reviews,An understanding of website analytics – especially Google analytics – is desirable. Content Assistant Warner....
116,jl_b4b6958a69959b5d,fulltime,analytics,8 days ago,Senior Analytics Consultant,FICO,,London,123 reviews,Adept at translating business problems into analytic solution statements. The role will focus on FICO’s core area of analytics and specifically the delivery of...
