,job_id,job_types,job_tag,post_time,job_title,company,salary,location,no_of_review,job_summary
15,jl_6c2f421e8100a307,fulltime,business+intelligence,26 days ago,Intelligence Associate-Bilingual,PwC,,Belfast,"5,990 reviews","Our Deals business is an exciting, fast-paced and an ever-growing business that focuses on deals and crisis situations for our clients...."
16,jl_6c5862420f2c5a73,fulltime,business+intelligence,16 days ago,Business Intelligence Insight Lead,Health Jobs UK,"£42,414 - £49,969 a year",Leicester,,The successful candidates will advise on available information to support the operational and business needs of customers;...
17,jl_9662770d2d6e0d5f,fulltime,business+intelligence,14 days ago,Band 3 - Business Admin - Regional Office,HM Prison & Probation Service,"£18,499 - £20,565 a year",Staffordshire,222 reviews,Security Intelligence Collator. Delivery - The jobs at this level will be task focused delivering defined activity or services....
18,jl_c236901d28e5107a,fulltime,business+intelligence,8 days ago,Business Intelligence Manager - Parking Operations,London Borough of Camden,"£44,612 - £51,751 a year",London,43 reviews,"Location: 5 Pancras Square, London N1C 4AG Salary: £44,612 - £51,751 Contract Type: Permanent, Full time, 36 hours per week Alternative flexible working..."
19,jl_24525e9e7bda25da,fulltime,business+intelligence,30+ days ago,Intelligence Intern (3 months),Airbus Group,,Leicester,"1,225 reviews","This role will sit in the Energy, Infrastructure and Analytics team within Intelligence UK. Furthermore, the team have developed innovative solutions to support..."
20,jl_5c8405ab05f9fff4,fulltime,business+intelligence,15 days ago,Business Intelligence Insight Lead,NHS Midlands and Lancashire Commissioning Support...,"£42,414 - £49,969 a year",Leicester LE1,"4,005 reviews",The successful candidates will advise on available information to support the operational and business needs of customers;...
21,jl_bbab09a17018ad5b,fulltime,business+intelligence,28 days ago,2019 Business Graduate Programme,Thales,,Crawley,938 reviews,"2019 Business Graduate Development Programme. Our business programmes will give you an invaluable insight into our UK business, plus the chance to complete a..."
22,jl_663c20e647baa4dd,fulltime,business+intelligence,5 days ago,CMA815 Principal Intelligence Officer,Competition & Markets Authority,"£50,688 - £58,844 a year",London WC1B,3 reviews, Good working knowledge of the National Intelligence Model and the intelligence cycle. Our activity protects consumers and business and as we continue to step...
23,jl_2e7c31a04f27b232,fulltime,business+intelligence,13 days ago,"Analyst, TRACER Unit, Intelligence Collection -",National Crime Agency,"£26,536 - £32,000 a year",London,22 reviews,"Analyst, TRACER Unit, Intelligence Collection  IP1809201HG. It is a collaborative business function being established and operated through the NCA...."
24,jl_47a91bcc4bc48d79,fulltime,business+intelligence,7 days ago,Business Intelligence Developer,Stericycle,,Leeds,"1,010 reviews","We are looking for a Business Intelligence Developer who can demonstrate:. Working in a reporting services environment, the Business Intelligence Developer will..."
25,jl_9b2d1cb5927bcadf,fulltime,business+intelligence,4 days ago,Business Intelligence SQL Reporting Analyst,Fintrax Group,,Redhill,2 reviews,"Business Intelligence SQL Reporting Analyst. Head of Business and Market Intelligence. Experience with data warehouse, and experience with other business..."
26,jl_99cd6affb2eb85d3,fulltime,business+intelligence,9 hours ago,"Business Support Assistant, Emergency Response Department",Public Health England,"£22,280 - £27,585 a year",Salisbury SP4,41 reviews,A Business Support Assistant vacancy exists within the Emergency Response Department’s Central Business Unit....
27,jl_aff9e865510c510b,fulltime,business+intelligence,30+ days ago,"Business Analyst - Business Intelligence Centre, London",AlixPartners,,London,26 reviews,The Business Analyst Program is incorporated into a global Business Intelligence Center. Business development project management....
28,jl_2d54413fb2b7e0eb,fulltime,business+intelligence,18 days ago,Business Intelligence Consultant with Qlik/Tableau,NGDATA,,London,,"We’re seeking a creative, driven professional that enjoys tackling new challenges and complex business problems...."
29,jl_c5957540747ebf5b,fulltime,business+intelligence,9 days ago,Business Intelligence Developer,Aldermore,,Reading,2 reviews,"Today, we’re an award-winning bank that has helped fund the growth of Britain’s small businesses through a range of business finance solutions, specialist..."
30,jl_9b2d1678370ec6e5,fulltime,business+intelligence,30+ days ago,Assistant Business Intelligence Manager,Müller UK & Ireland,,Market Drayton,100 reviews,We are currently recruiting for a vacancy to join the Business Intelligence team. Providing ad hoc analysis to drive the business and support day-to-day...
31,jl_781a1b5d3563dd8c,fulltime,business+intelligence,30+ days ago,Junior security Intelligence & Operations( SIOC) Consultants,IBM,,London,"23,492 reviews",IBM is looking to expand our Security Intelligence & Operations (SIOC) competency in our Security Business Unit Security Services practice which focuses on...
32,jl_952a58662697d884,fulltime,business+intelligence,9 days ago,Artificial Intelligence Research Graduate,BT,"£30,500 a year",United Kingdom,"1,953 reviews",You’ll be applying artificial intelligence techniques to help improve BT’s business. As an Artificial Intelligence Research Graduate in our Applied Research...
33,jl_ddae31e08bb33430,fulltime,business+intelligence,22 days ago,Business Intelligence Analyst,Verisure Services (UK) Ltd,"£30,000 a year",Brentford,48 reviews,"As the Junior Business Intelligence Analyst, you will partner closely with the Marketing team and be responsible for analysing, forecasting, and critical..."
34,jl_bc9ff04881cf4783,fulltime,business+intelligence,23 days ago,Business Information Analysts,UnitedHealth Group,,Kent,"11,592 reviews",Experience of monitoring budgets and business planning processes. Support the Kent Programme Business Intelligence team to ensure that their workstream of...
35,jl_8ec57bd10c7dd457,fulltime,business+intelligence,30+ days ago,Business Intelligence Analyst,Micro Focus,,Belfast,146 reviews,"Job Title - Business Intelligence Analyst. Design, develop and automate business intelligence. Explore and document key systems within the company that will..."
36,jl_a61df3873cfb4f3f,fulltime,business+intelligence,7 days ago,Business Intelligence Analyst,Willmott Dixon Group,,Letchworth,19 reviews,The key responsibilities / objectives of a Business Intelligence Analyst will include:. ISEB Business Analysis....
37,jl_01c216b0688ac55a,fulltime,business+intelligence,23 days ago,Data Sciences & AI Graduate Programme - UK,AstraZeneca,,Cambridge CB4,"1,484 reviews","AstraZeneca is a global, science led biopharmaceutical business and our innovative medicines are used by millions of patients worldwide...."
38,jl_cb8cd6426ae71c52,fulltime,business+intelligence,30 days ago,Business Intelligence Analyst - Graduate,Micro Focus,,Belfast,146 reviews,Job Title - Business Intelligence Analyst (Junior/Graduate). Explore and document key systems within the company that will enable us to develop business...
39,jl_4a6c12976e74f1da,fulltime,business+intelligence,2 days ago,Immigration Enforcement - Financial Investigator up to 8 pos...,Home Office,"£23,447 a year",Leeds,, Duties will reflect local CFI team processes and business requirements. The implementation of the CFI Model Office means FI staff will be working ever more...
40,jl_68028d56e2360db1,fulltime,business+intelligence,30+ days ago,Business Intelligence Business Analyst,WorldPay,,London,192 reviews,"Working with customers large and small we help them to take payments quickly, safely and reliably, allowing them to grow their businesses and making your life..."
41,jl_fe0a9686bc8dbfab,fulltime,business+intelligence,30+ days ago,Discover Graduate Programme Business,Vodafone,,United Kingdom,"3,449 reviews","We look for graduates with a related degree with a preference for degrees in, but not limited to, Business management, International business, Economics,..."
42,jl_91e84b0b9d1cf2da,fulltime,business+intelligence,30+ days ago,Business Intelligence Specialist,Elekta,,Crawley,36 reviews,"Business Intelligence Specialist. This role is based in our flagship office in Crawley, West Sussex and the job holder will report directly to the Head of..."
43,jl_b1de8355b944fdf8,fulltime,business+intelligence,15 days ago,Band 3 - Business Admin - Regional Office,Ministry of Justice,"£18,499 - £20,565 a year",Stafford,343 reviews,"Security Intelligence Collator. The Loan/Secondment is subject to the approval of the selected candidate's Business Unit, which should be obtained before..."
44,jl_3aa0b9163dfb11bf,fulltime,business+intelligence,17 days ago,Business Intelligence Manager,Simply Business,,London,13 reviews,As a Business Intelligence Manager you will:. We need a Business Intelligence Manager to join us in London....
45,jl_836b85c99ea9be61,fulltime,business+intelligence,6 days ago,Defence Consulting SME,"CGI Group, Inc.",,United Kingdom,"2,170 reviews","It is an extraordinary time to be in business. Whether it's supporting our clients in the battle against terrorism and to frustrate organised crime, or helping..."
46,jl_10f7fab176613663,fulltime,business+intelligence,9 hours ago,"Business Support Officer, Emergency Response Department",Public Health England,"£27,527 - £34,841 a year",Salisbury SP4,41 reviews,A Business Support Officer vacancy exists within the Emergency Response Department’s Central Business Unit. This includes managing aspects of the local business...
47,jl_5d338a373d90c116,fulltime,business+intelligence,30+ days ago,Business Intelligence Analyst,G4S (UK),"£25,000 - £30,000 a year",Chelmsford,"9,095 reviews","Business Intelligence Analyst - Patient Transport Services. You will join a small, growing team who are broadly responsible for business reporting & analysis to..."
48,jl_baa0c1fcf87492bd,fulltime,business+intelligence,30+ days ago,Business Strategy & Innovation Internship,Airbus Group,,Bristol,"1,225 reviews",Business Models and Collaborations. Support market intelligence gathering activities to inform strategic choices and drive development of the Landing Gear...
49,jl_87a953b5c25eab04,fulltime,business+intelligence,30+ days ago,Business Intelligence and Analytics Graduate,PA Consulting Group,,London,52 reviews,"Your role in Business Intelligence & Analytics. Business Intelligence & Analytics at PA Consulting Group. 2:1 degree in Maths, Computer Science or Business..."
50,jl_d42c40916a1161e0,fulltime,business+intelligence,9 days ago,Intelligence Analyst / OBP Analyst (UK),CACI,,United Kingdom,"1,435 reviews",More about your Intelligence Analyst Role:. At least three years of relevant intelligence and production experience....
51,jl_4434aaf526164476,fulltime,business+intelligence,30+ days ago,Business Management Graduate,Airbus Group,"£27,000 a year",Guildford,"1,225 reviews",The Business Management Graduate will work within Intelligence UK Programmes across a range of business areas. Managing business process;...
52,jl_c5ba4dcf317467c3,fulltime,business+intelligence,27 days ago,Senior Developer - Business Intelligence,Elsevier,,United Kingdom,494 reviews,Act as a lead and mentor for other developers within team business intelligence capabilities. It is a very exciting time for Elsevier's Business Intelligence...
53,jl_94299c12e643f042,fulltime,business+intelligence,13 days ago,Social Researcher and Senior Researcher,HM Revenue and Customs,"£30,260 - £44,240 a year",Liverpool,700 reviews, Testing options for supporting small business transition to Making Tax Digital for business.  A large business panel survey....
54,jl_4d9a959f34df92f1,fulltime,business+intelligence,5 hours ago,Crime Bureau Investigator,RSR Police,£10.22 an hour,Leicestershire,,Possess knowledge of Police IT systems in particular the Command & Control and Crime and Intelligence systems....
55,jl_b55c3c40c8bb5f24,fulltime,business+intelligence,30+ days ago,Business Intelligence Manager,Sanofi,,Guildford,"3,168 reviews","Experienced in business intelligence (min 1 year), market analysis and market research; As a Business Intelligence Manager you will be the conduit through which..."
56,jl_f0d0d182ce2c186c,fulltime,business+intelligence,15 days ago,Global Anti-Counterfeiting Intelligence and Enforcement Coor...,GlaxoSmithKline,,London,"3,197 reviews","Global intelligence gathering, case linking and intelligence support for enforcement actions. Important notice to Employment businesses/ Agencies...."
57,jl_5d2cf83a15512a65,fulltime,business+intelligence,24 days ago,Security Analyst (Threat Intelligence) x8,GTT Communications,,Nottingham,15 reviews,"Deliver the appropriate balance between business need, technical perfection and security standards. Threat Intelligence Centre is a highly rewarding and..."
58,jl_21767701ac176f0a,fulltime,business+intelligence,6 days ago,Business Analyst,Time Warner,,London,124 reviews,"Big Data/Analytics, Business Development, Business Intelligence, Strategic Planning/Analysis. WB Business UnitWB UK...."
59,jl_d17acd9961b00a5d,fulltime,business+intelligence,30+ days ago,Business Consultant,BAE Systems Applied Intelligence,,London,49 reviews,Business Consultants shepherd organisations through changes in order to maximise their positive impact on their business....
60,jl_f6f2ca0d4738f7b4,fulltime,business+intelligence,30+ days ago,Business Intelligence and Analytics Industrial Placement,PA Consulting Group,,London,52 reviews,Business Intelligence & Analytics Industrial Placement. Your role in Business Intelligence & Analytics. Business Intelligence & Analytics at PA Consulting Group...
61,jl_3e65d21699b489aa,fulltime,business+intelligence,30+ days ago,Head of Artificial Intelligence (AI),BJSS,,London,,"Working with other practice leaders, account managers and heads of businesses across BJSS to identify and convert business opportunities...."
62,jl_9cc17efce31f62d7,fulltime,business+intelligence,30+ days ago,"Legal, Business Intelligence Group, VP, London",Goldman Sachs,,London,"1,228 reviews","BUSINESS UNIT AND ROLE OVERVIEW. The Business Intelligence Group (‘BIG’) is a research and due diligence group focused on legal, regulatory and reputational..."
63,jl_46980313a8b37d37,fulltime,business+intelligence,6 days ago,Marketing Associate,Adobe,,Maidenhead,484 reviews,"Contribute to Process Improvement – Proactively provide focused feedback on every aspect of the business, including sales tools, prospect intelligence, and..."
64,jl_0b63679166db8197,fulltime,business+intelligence,16 days ago,Mobile Device Examiner (1),Avon and Somerset Constabulary,,Ashburton,33 reviews,The majority of the examinations will be undertaken at the request of the Investigating Officer to provide intelligence and evidence to prosecute offenders....
65,jl_7370dace38c78a28,fulltime,business+intelligence,15 days ago,Business Analyst,BAE Systems Applied Intelligence,,London,49 reviews,"Digital Business Analysis; BAE Systems Applied Intelligence specialises in collecting, managing and exploiting information to reveal actionable intelligence...."
66,jl_4ace6e13d57fe0ca,fulltime,business+intelligence,19 hours ago,"Report Specialist & Vigilance Intelligence Owner, Global Saf...",Procter & Gamble,,Egham,"4,810 reviews","Job Title and Business Purpose. Report Specialist & Vigilance Intelligence Owner, Global Safety Surveillance & Analysis...."
67,jl_30ae9c29a10d2f0d,fulltime,business+intelligence,2 days ago,Counter Terrorism & Security Industrial Placements,Defence Science and Technology Laboratory,"£16,193 a year",Salisbury SP4,17 reviews, Machine Intelligence.  Technical Intelligence and Investigation  Digital investigation capabilities. What attributes do you have that you feel would make a...
68,jl_c66f607d21fa787e,fulltime,business+intelligence,9 days ago,SCS1 Chief Intelligence Officer,Serious Fraud Office,"£65,000 - £117,800 a year",London SW1Y,5 reviews,Providing leadership and strategic direction to the Head of Intelligence and the Intelligence Division in order to deliver outcomes aligned with the SFO's...
69,jl_74989875de933930,fulltime,business+intelligence,29 days ago,Quantitative Professional Development Programme 2019,State Street,,London,"2,071 reviews",Rotations in our eFX business:. Rotations within our core securities finance business:. Rotations are designed to provide hands-on experience in different roles...
70,jl_b70c9d38ef6be97b,fulltime,business+intelligence,2 days ago,Business Assurance Analyst,BT,,Hatfield,"1,953 reviews",Oracle Business Intelligence utilisation and data visualisation tools. Business Assurance Analyst. Process and business optimisation....
71,jl_0d87bfd57ab41789,fulltime,business+intelligence,30+ days ago,Researcher,BT,,Ipswich,"1,953 reviews","Lead novel research work, making clear technical recommendations which lead to new solutions to business challenges and opportunities in areas supporting BT’s..."
72,jl_4563eec2001475bc,fulltime,business+intelligence,30+ days ago,Business Intelligence & Market Insights Analyst,Fintrax Group,,Redhill,2 reviews,"Business Intelligence & Market Insights Analyst. Reporting to the Head of Business Intelligence & Market Intelligence, this is a Group role in the Business and..."
73,jl_c035d5ad8d432967,fulltime,business+intelligence,13 days ago,"Senior Analyst, TRACER Unit, Intelligence Collection-",National Crime Agency,"£34,971 - £40,000 a year",London,22 reviews,"Intelligence development activity; Intelligence and/or evidential material; Senior Analyst, TRACER Unit, Intelligence Collection- IP1808701HG...."
74,jl_f8d46f4c7d73fd58,fulltime,business+intelligence,6 days ago,Senior Business Intelligence Developer,Munich Re Syndicate Ltd,,London,,Senior HR Business Partner. Strong business and analytical skills to thoroughly understand the user reporting requirements across business domains (end2end)....
75,jl_032b4f34870149f5,fulltime,business+intelligence,28 days ago,2019 Apprenticeship Programme,Thales,,Crawley,938 reviews,"This will help you to develop your understanding of Thales and hear about other parts of the business. By combining the curiosity to explore, the intelligence..."
76,jl_4f1f87f4c029d958,fulltime,business+intelligence,9 days ago,Business Intelligence Solution Lead,BP,,East London,"2,512 reviews","Understanding of business intelligence frameworks, data modelling, metadata, and dimensional modelling. The Business Intelligence (BI) Solution Lead is a..."
77,jl_139d6addf3ce5c32,fulltime,business+intelligence,24 days ago,Business Analyst,YOOX NET-A-PORTER GROUP,,London,97 reviews,"From front end, to business intelligence, to research & development, to cloud management or mobile solutions, a service-oriented architecture supporting all..."
78,jl_765fd29e3c3e22ee,fulltime,business+intelligence,1 day ago,Business Analyst - Neighbourhoods,Viaduct Care CIC,,Stockport,,"The role will be the main point of contact for expert business intelligence skills to each of the 8 Stockport Together Neighbourhood teams, proving high quality..."
79,jl_bd5bf94b75d3faca,fulltime,business+intelligence,17 days ago,Detective Constable – Investigations x 3,Thames Valley Police,,Thames Valley,84 reviews,"Experience of Intelligence is also essential to the role. This role is part of a national, regional and local network and as a result you will be required to..."
80,jl_102080b70437614b,fulltime,business+intelligence,30+ days ago,Senior Associate - Business Intelligence Analyst,PwC,,Bristol,"5,990 reviews","Demonstrable work experience in business intelligence; Fluency in at least one business intelligence tool such as Qlik, Tableau, Power BI orequivalent;..."
81,jl_af2262827e7aa960,fulltime,business+intelligence,22 days ago,Business Intelligence & Data Manager,Harvey Nichols,,London,107 reviews,We are looking for a Business Intelligence & Data Manager who will responsible for the implementation of the Business Intelligence (BI) and Corporate...
82,jl_6895ac4622f88137,fulltime,business+intelligence,8 days ago,Commercial Data & Market Intelligence Analysts,Department for Transport,"£37,428 a year",London SW1P,14 reviews,As a Commercial Data and Market Intelligence Analyst providing expert advice and guidance on market intelligence....
83,jl_8235e771e1090dc9,fulltime,business+intelligence,1 day ago,Market Intelligence Specialist- Associate,BlackRock,,London,358 reviews,Global Market Intelligence is a part of Corporate Strategy and is responsible for analyzing the financial services competitive landscape and providing insights...
84,jl_324b6e528b6a68ff,fulltime,business+intelligence,19 days ago,Head of Security,Lockheed Martin Corporation,,Ampthill,"6,417 reviews","Maintain, develop and strengthen customer stakeholder relationships, both internal and external to the business...."
85,jl_7ccc3c4b1a76ceb9,fulltime,business+intelligence,8 days ago,Senior Business Intelligence Analyst,NEL Commissioning Support Unit,,London,6 reviews,NEL Commissioning Support Unit is an ambitious and innovative organisation that provides expert support and advice to NHS and other organisations to assist...
86,jl_ae37cf17eb36e639,fulltime,business+intelligence,7 days ago,Band 3 Business Administrator - HMP/YOI Isis,HM Prison & Probation Service,"£20,840 - £23,166 a year",London SE28,222 reviews,Security Intelligence Collator. Job holders within this Group Profile provide administrative support to managers and frontline staff by undertaking...
87,jl_0eb7ef0a95037e7d,fulltime,business+intelligence,20 days ago,Summer Internship Technology eDiscovery London 2019,PwC,,London,"5,990 reviews","No matter which area of the business you choose to join, all routes offer the same deal. With us, you’ll be at the forefront of new initiatives and explore..."
88,jl_26ae202a8e204dcc,fulltime,business+intelligence,8 days ago,CCG Communications Business Partners,HM Revenue and Customs,"£50,010 a year",Manchester,700 reviews,"Communications Business Partner, Large Business; Communications Business Partner, Risk and Intelligence Service [RIS]...."
89,jl_c3e4041b92df17e0,fulltime,business+intelligence,13 days ago,International Strategy Analyst,Avis Budget Group,,Bracknell RG12,"2,479 reviews","Ideal candidates will be educated to degree level, preferably from a business or quantitative / analytical discipline (for example, business studies /..."
90,jl_f758475add3afd28,fulltime,business+intelligence,13 days ago,International Strategy Analyst,Bracknell - Fixed Term & Permanent Hires,,Bracknell,"2,479 reviews","Ideal candidates will be educated to degree level, preferably from a business or quantitative / analytical discipline (for example, business studies /..."
91,jl_070e4f7aabcb694b,fulltime,business+intelligence,20 days ago,Creative Brand Manager,Primark,,Reading,"5,148 reviews",Manages and maintain relationships with senior internal stakeholders across the business. Drives market research and intelligence to support the strategic...
92,jl_e7af33f4427cbc8d,fulltime,business+intelligence,23 days ago,National Centre for Geospatial Intelligence -Band D Geospati...,Ministry of Defence,"£25,383 a year",Huntingdon PE28,405 reviews,"Defence Intelligence (DI) is an essential element of the UKs intelligence ecosystem. One key part of DI, the National Centre for Geospatial Intelligence (NCGI)..."
93,jl_0242e538682db9ea,fulltime,business+intelligence,19 days ago,Managing Consultant – Business Intelligence & Analytics Prac...,PA Consulting Group,,London,52 reviews,"Managing Consultant – Business Intelligence & Analytics Practice. Advanced analytics and data science, big data, cloud based business intelligence and data..."
94,jl_9ebac7dfa05c90cf,fulltime,business+intelligence,23 days ago,Studio Co-Ordinator,QVC,,London,"1,169 reviews",Our business isn’t like any other business and you’ll love our people – we’re a friendly bunch. Just look around our business and it’s easy to see why....
95,jl_dad366013081682f,fulltime,business+intelligence,13 days ago,Business Intelligence Developer,Cortex IT Recruitment,"£30,000 - £45,000 a year",Middlesex,,"We are looking for Business Intelligence Consultants who excel at designing and implementing Data Models, Data Integration processes, Data Visualisation and..."
96,jl_5b1af8b6c12b770a,fulltime,business+intelligence,30+ days ago,Flight Physics Internship,Airbus Group,,Bristol,"1,225 reviews","The team are also the Flight Physics hub of the digital transformation of Airbus looking at how to apply technologies such Artificial Intelligence, Machine..."
97,jl_6cc73e01469db1ac,fulltime,business+intelligence,30+ days ago,"Head of Business Insights, International",Intercept Pharmaceuticals,,London N1C,7 reviews,"Significant experience, ideally in a quantitative/analytical function (analytics, market research, data science, business intelligence.)...."
98,jl_b66d5dc6b6c8ffc7,fulltime,business+intelligence,9 days ago,Head of Admissions,University of Reading,"£51,630 - £65,361 a year",Reading,65 reviews,"You’ll be an inspiring leader with proven ability to manage teams, projects and resources and in doing so, you’ll continue to build confidence in our Admissions..."
99,jl_e9ea6c3d4fca065a,fulltime,business+intelligence,30+ days ago,Analytics Graduate Programme 2019-2020,Accenture,,London,"14,997 reviews","One area involves delivering complex analytical solutions across data management, big data architecture and business intelligence and visual analytics...."
100,jl_a0745683b701335f,fulltime,business+intelligence,30+ days ago,Graduate Scheme - Summer Intern,ENGIE,,England,781 reviews,"Well-developed emotional intelligence and self-awareness. As a summer intern, you’ll work on the front line, gaining exposure to the people, processes and..."
101,jl_b3c806ed0d045d3b,fulltime,business+intelligence,7 hours ago,Regional Manager,SQA,,Stoke-on-Trent,,Supporting the development of market/customer intelligence. Actively seeking new business opportunities supporting the operational plan....
102,jl_d8844c8a0c78b2ef,fulltime,business+intelligence,3 hours ago,Data Analyst,Wilkinson Hardware Stores,,Worksop,"1,246 reviews","Knowledge of database, integration and business intelligence technologies. As a Data Analyst here at Wilko, along with your colleague, your role is to leverage..."
103,jl_ca5a19766592df3a,fulltime,business+intelligence,30+ days ago,Graduate Scheme - Operational Leadership: Energy,ENGIE,"£26,000 a year",United Kingdom,781 reviews,"Well-developed emotional intelligence and self-awareness. As a graduate, you’ll work on the front line, gaining exposure to the people, processes and technology..."
104,jl_9e37464c43b7b656,fulltime,business+intelligence,9 days ago,Intelligence Analyst,RSR Police,£75 a day,United Kingdom,,Knowledge of the National Intelligence Model (NIM) and the Intelligence Cycle. Maintain close liaison with the Field Intelligence Officers and Researchers in...
105,jl_a3592cddb5c22554,fulltime,business+intelligence,30+ days ago,Consulting,PwC,,London,"5,990 reviews","Business Intelligence (BI) Publisher. Oracle Transactional Business Intelligence (OTBI). Supporting proposals, business case development, requirements gathering..."
106,jl_f24900a8b2e0608a,fulltime,business+intelligence,30+ days ago,Business Intelligence Engineer,MediaCom,,London,,Knowledge of Business Intelligence and Data Warehousing theory and best practices. Knowledge of media agency offering and business model....
107,jl_b1a0e6f300b7aeba,fulltime,business+intelligence,30+ days ago,AIG Life UK - Business Intelligence Analyst,AIG,,Reigate,"2,809 reviews",Business Intelligence Team Leader. Contribute to the development of the long-term Business Intelligence strategy....
108,jl_f8d63efc363e6853,fulltime,business+intelligence,24 days ago,Image Analyst,Airbus Group,,Leicester,"1,225 reviews","This role will sit in the Energy, Infrastructure and Analytics team within Intelligence UK. Furthermore, the team have developed innovative solutions to support..."
109,jl_bbe852c757c1a604,fulltime,business+intelligence,30+ days ago,Controller : Intelligence,VSG,£12.80 an hour,Feltham,136 reviews,The SFOC Operator may also be called upon to complete special projects to aid in the improvement of the business unit....
110,jl_35547cd20749f6c4,fulltime,business+intelligence,22 hours ago,Senior Business Consultant,HSBC,,London,"10,548 reviews",Play a key role in helping the business define their business problem statements – challenging business perceptions where required....
111,jl_0bdcce1d1065846e,fulltime,business+intelligence,30+ days ago,Intelligence Officer,"ENGIE, Origin 2, Origin Way, Grimsby, DN37 9TZ","£18,000 - £22,000 a year",North East Lincolnshire,781 reviews,"ENGIE is a leading service business in the UK across public, private and healthcare sectors. Collating and validating intelligence, evaluating the reliability..."
112,jl_da57cb00ba0f370c,fulltime,business+intelligence,30+ days ago,BAE AI National Security,BAE Systems Applied Intelligence,,Gloucester,49 reviews,At the end of 2017 we had over 500 employees working across our Intelligence and Law Enforcement clients....
