,job_id,job_types,job_tag,post_time,job_title,company,salary,location,no_of_review,job_summary
14,jl_950a6428afc8792c,permanent,research+scientist,10 days ago,Data Scientist,Office for National Statistics,"£35,200 a year",Newport NP10,43 reviews,We are recruiting a Data Scientist to fill a vacancy in the Data Science Campus at the Office for National Statistics....
15,jl_5e9a4f9b299ec9b2,permanent,research+scientist,30+ days ago,Scientist I - Toxicology (Discovery),British American Tobacco,,Southampton,"1,437 reviews",Group Research & Development. To direct and deliver legal and toxicological ingredient and material evaluations in accordance with guidelines from the Product...
16,jl_cd158527f17ad3ce,permanent,research+scientist,14 days ago,Laboratory Analyst,"Centre for Environment, Fisheries and Aquaculture...","£21,920 a year",Lowestoft NR33,,Cefas is an internationally prestigious scientific research organisation. The work area comprises a diverse group of scientists who provide high quality...
17,jl_2f00a122aa366e4a,permanent,research+scientist,30+ days ago,Mammalian Cell Culture Research Scientist,CY Partner,,Teesside,,A world leading biotechnology company are looking for a research scientist to work within their mammalian cell culture research and development team....
18,jl_ce57b83917f98a8c,permanent,research+scientist,13 days ago,Associate Principal Scientist,Mondelez International,,Birmingham,"2,389 reviews","Extensive experience in R&D function, focused on ingredients research, product development or productivity...."
19,jl_c43e70f000b05f85,permanent,research+scientist,30+ days ago,Research Scientist,Babylon Health,,London,,"We are looking for a motivated, scientifically sophisticated and technically capable software research scientist with experience of Bayesian approaches to..."
20,jl_ac5556a101704ddf,permanent,research+scientist,12 days ago,"Machine Learning Research Scientist, Enterprise",Improbable,,London,,"As a Machine Learning specialist you will sit in our research group, developing and implementing probabilistic inference algorithms for our latest platform...."
21,jl_b62f9462743054fe,permanent,research+scientist,5 days ago,Senior Scientist I,Mondelez International,,Birmingham,"2,389 reviews","Strong knowledge of statistical theory and its application to sensory/consumer research. Independently communicates facts, draws conclusions and implications..."
22,jl_30b2a830f499bc7d,permanent,research+scientist,13 days ago,Principal Fisheries Scientist,"Centre for Environment, Fisheries and Aquaculture...","£44,715 - £54,013 a year",Lowestoft,," PhD in fisheries research.  Track record delivering as principal scientist and strategic leadership.  Ability to work overseas, at sea on research and/or..."
23,jl_744aada45a40968b,permanent,research+scientist,30+ days ago,Research Scientist - Li-Ion Battery,Consilium Recruit,"£35,000 - £40,000 a year",Durham,,"Scientist, Research Scientist, Researcher, Research Engineer, Battery Scientist, Battery Researcher. The Research Scientist will maintain detailed technical..."
24,jl_99cdb76e82e9873b,permanent,research+scientist,30+ days ago,Scientist II - Toxicology (Vapour),British American Tobacco,"£43,200 - £54,000 a year",Southampton,"1,437 reviews",Group Research & Development. Contribute to the development of strategies for toxicological evaluation (including testing requirements) for new technologies for...
25,jl_3d4c280cafad7e5a,permanent,research+scientist,27 days ago,Research Scientist,The Green Solutions Recruitment,"£42,000 a year",West Midlands,,"TGSR is working with a very successful specialist organisation who works with companies throughout Europe, they now require a Research Scientist to join their..."
26,jl_8e7a2074815a0521,permanent,research+scientist,2 days ago,Data Scientist,Innovative Technology Ltd,,Oldham,11 reviews,"Are you an experienced Data Scientist, who’s looking to work in a fast paced, global, market leading company?..."
27,jl_73babb4091512050,permanent,research+scientist,21 days ago,Clinical Research Physician,Quotient Sciences,,Nottingham,2 reviews,Assisting the Senior Research Physician / Principal Investigator with ward duties. Previous research experience would be an advantage but is not essential as...
28,jl_a48d2101a8c79123,permanent,research+scientist,8 days ago,Senior Data Scientist,Office for National Statistics,"£47,400 a year",Newport NP10,43 reviews,"As a Senior Data Scientist within the Data Science Campus you will:. You will also contribute to building capability in data science through research, mentoring..."
29,jl_1ab403bf5441344e,permanent,research+scientist,12 days ago,Dame Kathleen Ollerenshaw Fellowships (8 Posts Available),The University of Manchester,"£40,792 - £50,132 a year",Manchester,141 reviews,"The proposed research project:. Past achievements, research career to date, publication record, likely contribution to research field, future potential...."
30,jl_a724dacb11171e47,permanent,research+scientist,30+ days ago,Research UPS Scientist,Northpoint Recruitment,,Cambridge,,"Due to current expansion they are currently hiring for a research upstream scientist to join the team, with a working knowledge and practical experience with..."
31,jl_396ea8a861f75bc5,permanent,research+scientist,10 days ago,Principal Radiological Protection Scientist,"Centre for Environment, Fisheries and Aquaculture...","£44,715 a year",Lowestoft NR33,, An environmental radiological protection research background. You will take an active role in developing our radiological scientists and will provide...
32,jl_135b099bf5af529e,permanent,research+scientist,1 day ago,Applied Physiologist,Ministry of Defence,"£25,383 a year",Gosport,405 reviews,"Research experience including research design, data collection, data analysis and report writing. Conference attendance and research publication, where relevant..."
33,jl_2948d365b462fb12,permanent,research+scientist,2 days ago,Electron Microsopy Research Support Officer,MRC Laboratory of Molecular Biology,"£27,906 - £33,305 a year",Cambridge,2 reviews,"You will liaise with other Group Leaders, research support staff, post-doctoral scientists and students across the LMB and with external collaborators...."
34,jl_f5a7026943702ed1,permanent,research+scientist,6 days ago,Research Associate/Research Scientist– Molecular Biology,Northpoint Recruitment,,Cambridge,,"Due to expansion, they are looking highly skilled scientists to join their research team. Based in Cambridge my client is a specialist therapeutics company...."
35,jl_efebbeb2e0e167df,permanent,research+scientist,14 days ago,(Senior) Support Scientist (cryoEM),Diamond Light Source,"£25,881 - £30,449 a year",Didcot,5 reviews,"Funded by the Wellcome Trust with the UK Medical Research and Biotechnology and Biology Research Councils, eBIC is a UK National Centre for cryo-electron..."
36,jl_b8a5a7d861dd55d3,permanent,research+scientist,7 days ago,Research Scientist/Senior Scientist – Phage Display,Northpoint Recruitment,,Cambridge,,"Due to expansion, they are looking for two highly skilled scientists to join their research team. Based in Cambridge my client is a specialist therapeutics..."
37,jl_fdcda53f9dba87c4,permanent,research+scientist,30+ days ago,Research Scientist (Discovery I (Host) Team),Northpoint Recruitment,"£34,000 a year",Aberdeen,,"Due to continued growth they are looking for a Scientist to join their Discovery I Host team. Based in Northern Scotland, my client is a world leader in..."
38,jl_8d277150abbe0da8,permanent,research+scientist,30 days ago,Support Scientist / Senior Support Scientist I19,Diamond Light Source,"£25,881 - £30,449 a year",Didcot,5 reviews,"The successful candidate will help maintain the beamline including the end-station, and to provide user support by assisting visiting scientists carry out a..."
39,jl_2fc9b790d3d41c25,permanent,research+scientist,14 days ago,Graduate/Postgraduate Content Scientist (Permanent and FTC a...,Sparx Ltd,,Exeter EX1,4 reviews,"We’re not just developers, data scientists, product owners, content or education experts – we’re also cyclists, DJs, triathletes, published scholars, parents,..."
40,jl_6aef216dbb75776d,permanent,research+scientist,16 days ago,Data Scientist Analyst,Lockheed Martin Corporation,,Gloucester,"6,417 reviews","Effective collaboration with other data scientists, engineers, software teams, management, other stakeholders and customers...."
41,jl_1d15afc29a47fe3b,permanent,research+scientist,17 hours ago,Maritime Team Leaders,Defence Science and Technology Laboratory,"£39,000 - £44,000 a year",Fareham,17 reviews,"The System Engineering team in the Above Water Group are looking for a new leader to inspire and manage 17 experienced highly skilled scientists, engineers and..."
42,jl_128e5a2935a09570,permanent,research+scientist,30+ days ago,Lab/Research Scientist,CY Partner,,Oxfordshire,,Complete laboratory-based research on new Li-S cell materials. Contribute to and support materials research and process development....
43,jl_419917ba5f665516,permanent,research+scientist,10 days ago,Statistician,Animal and Plant Health Agency,"£31,080 - £34,940 a year",New Haw,13 reviews," Contribute to publications from APHA research.  Provide statistical support for scientific research at APHA, including statistical analysis and experimental..."
44,jl_6143119a5869aed2,permanent,research+scientist,15 days ago,"Positioning, Navigation and Timing Scientist/Systems Enginee...",Defence Science and Technology Laboratory,"£31,500 - £52,500 a year",Porton Down,17 reviews,Recommend research programme priorities to meet future defence needs. Oversee and critique research undertaken by industry and academic partners....
45,jl_0e81aacd3db45278,permanent,research+scientist,27 days ago,Research Scientist - blockchain start-up,Harnham,"£60,000 - £70,000 a year",London,6 reviews,Research Scientist - blockchain start-up. The successful Research Data Scientist will have a PhD qualification in a science or science-related subject and will...
46,jl_1c337ac04e47d601,permanent,research+scientist,1 day ago,Data Scientist,Durlston Partners London Limited,"£50,000 - £70,000 a year",London,,"Support research efforts in constantly improving the company’s AI products. Perform statistical analysis to identify and prioritise research, product and..."
47,jl_bfec6e075c0e38f3,permanent,research+scientist,29 days ago,Modelling and Simulation Research Fellow,Quotient Sciences,,Nottingham,2 reviews,"Due to business growth, there is now an exciting opportunity for a scientist specializing in pharmaceutical modelling and simulation (M&S) to join the..."
48,jl_1de701dbf8ae4365,permanent,research+scientist,30+ days ago,Radio Frequency Physics Effects Scientist/Engineer,QinetiQ,,Farnborough,160 reviews,"Present research to a variety of audiences including customers and conferences. To support research, test and evaluation of electronic systems for military and..."
49,jl_377077675a7a517d,permanent,research+scientist,20 days ago,Data Scientist,Defence Science and Technology Laboratory,"£25,000 - £36,000 a year",Salisbury SP4,17 reviews, Enjoys working in a multi-discipline research environment;  Undertake technical research and development to support a wide range of projects across Dstl...
50,jl_320632613d3bd2bd,permanent,research+scientist,22 hours ago,Production Team Leader,Oxford Instruments plc,,High Wycombe,,"Known for innovation and ease of use, our technology delivers faster, more accurate analysis for research and industrial applications including semiconductors,..."
51,jl_06aff82b2247fdda,permanent,research+scientist,30+ days ago,Research Scientist (Microbiology),Northpoint Recruitment,,Aberdeen,,"Due to recent expansion, my client is looking for a Research Microbiology Scientist to perform testing required to support the core research and development of..."
52,jl_f125797279c90d00,permanent,research+scientist,14 days ago,Senior Statistician,Government Statistical Service,"£33,150 a year",East London,," Membership of a professional community of Methodologists, Data Scientists and Statisticians. We are offering you the opportunity to work on high profile..."
53,jl_e77c1aecd3bdcd12,permanent,research+scientist,30+ days ago,NLP Scientist,Babylon Health,,London,,Your research should focus on finding innovative solutions for a range of problems across Babylon products and services....
54,jl_423f276a45d0205e,permanent,research+scientist,15 days ago,Antibody-drug conjugates Research Project - UAE,Michael Page UK,,England,32 reviews,"ADC Specialists required from Research Associates to Principle Scientists. Scientist, Target Validation. ADC Principal Scientist , Immunology...."
55,jl_e878d6bd0988f257,permanent,research+scientist,9 days ago,A - Biomedical Scientist,Public Health England,"£27,527 - £34,841 a year",Ipswich,41 reviews,It has active research and epidemiological interests with its link to the other PHE Eastern Hub Laboratory at Cambridge....
56,jl_130fe10c33841159,permanent,research+scientist,30+ days ago,Research Assistant,Nicholson Glover Consulting,"£20,000 a year",Buckinghamshire,,Successfully completed a degree with a social research methods module or equivalent professional experience in the research industry (desirable)....
57,jl_1888d111d0d36381,permanent,research+scientist,29 days ago,Optical Research and Development Scientist,Northpoint Recruitment,,Oxford,,I am looking for optical research and development scientists who will be working on exciting projects focusing on biological and medical imaging and involve...
58,jl_e7e3797e05a59c42,permanent,research+scientist,30+ days ago,Analytical Scientist,CK Group,"£24,000 - £28,000 a year",Northumberland,5 reviews,"James Horne is recruiting for an Analytical Scientist to join an industry leading contract research and development organisation, based in Northumberland on a..."
59,jl_f96d9c0ee1f32616,permanent,research+scientist,24 days ago,Upstream Process Development Scientist,Hobson Prior,"£30,000 - £35,000 a year",Oxfordshire,,This is a unique opportunity to join an innovative therapeutics company who are undertaking ground breaking research to develop new therapeutic options....
60,jl_e66ee491fb6bf2ec,permanent,research+scientist,30+ days ago,Bioprocessing Scientist,Hobson Prior,"£28,000 - £35,000 a year",London,,This is a unique opportunity to join an innovative gene therapy company who are undertaking ground breaking research to develop new therapeutic options....
61,jl_c869c1776ebb2b49,permanent,research+scientist,20 days ago,Research Scientist and Engineer– Optics and Holography,Pulsetech Security Ltd,,Leicester,,In conjunction with the company’s Research director conduct research to develop new patents relevant to the security marker industry....
62,jl_c411092a69e60744,permanent,research+scientist,19 days ago,Personal Assistant,Joint Nature Conservation Committee,"£22,020 a year",Peterborough PE1,," Carrying out background research and presenting findings.  Research & summarise facts on behalf of Directors, providing reports and drafting papers/briefings..."
63,jl_0f5d3f0be47d8a99,permanent,research+scientist,6 days ago,Formulation Scientist,CY Partner,,Oxford,,Ideally you will be research orientated with a proactive and tenacious approach to work plans ensuring priorities are met;...
64,jl_5b322458d63ac853,permanent,research+scientist,19 days ago,Clinical Scientist,NHS Scotland Recruitment,"£32,974 - £43,471 a year",Lothian,"4,005 reviews",The lab is superbly equipped benefiting from a strong research background and excellent links with various research groups....
65,jl_4248e31c91684f8f,permanent,research+scientist,2 days ago,Biomedical Scientist - Blood Sciences,Mediplacements,"£23,000 - £27,000 a year",East Midlands,,Biomedical Scientist Blood Sciences. HCPC State Registration as a Biomedical Scientist. Mediplacements have an exciting opportunity for a highly skilled...
66,jl_7139e35f1e864b72,permanent,research+scientist,9 days ago,919-DS-14804751-EXT - Senior Biomedical Scientist,Public Health England,"£36,786 - £44,019 a year",East Anglia,41 reviews,"Senior Biomedical Scientist with responsibility for Training Management. It will achieve this through the application of research, knowledge and skills...."
67,jl_b2818934b38fd6bb,permanent,research+scientist,30+ days ago,"Cyber, Sensor & Information Warfare: science and engineering...",Defence Science and Technology Laboratory,"£31,000 - £52,000 a year",Porton Down,17 reviews,To support this Dstl conducts targeted research and provides specialist advice. Dstls Cyber and Information Systems Division comprises some 450 scientists and...
68,jl_d537db7d9409599b,permanent,research+scientist,16 days ago,Clinical Laboratory Analyst – Graduate Opportunity,Webrecruit,,Liverpool,,"Clinical Laboratory Analyst, Graduate Opportunity, Clinical Lab Scientist, Graduate Scientist, Laboratory Analyst, Graduate Laboratory Scientist, Junior..."
69,jl_e879a8914859258e,permanent,research+scientist,17 days ago,Production Scientist,Webrecruit,,Bridport,,"Other organisations may call this role Production Scientist, Product Development Scientist, New Product Development Scientist, Graduate Production Scientist, or..."
70,jl_2467232df27f5e03,permanent,research+scientist,2 days ago,Immunoassay Development Scientist,CK Group,"£28,000 - £35,000 a year",Oxfordshire,5 reviews,"The technology is based on years of world-class academic research from the University of Oxford, and has been successfully proven in a research lab...."
71,jl_1b61ec61db9dcdc8,permanent,research+scientist,30+ days ago,Forensic Researcher / Assistant Researcher,Capita Plc,,London,"2,017 reviews",Detailed evidential research and analysis of written and numerical data; You have an ability to assimilate new concepts rapidly and to apply logical reasoning...
72,jl_089f7dfc25356311,permanent,research+scientist,30+ days ago,Research Analyst,Harnham,"£30,000 - £35,000 a year",London,6 reviews,"Research Analyst - CREATIVE LOYALTY ANALYTICS AGENCY. This role is for one of the most established research agencies in the UK, working with extremely large..."
73,jl_5cdf99ca7bc65c5b,permanent,research+scientist,30+ days ago,Machine Learning Research Scientist,Harnham,"£60,000 - £70,000 a year",Cambridge,6 reviews,MACHINE LEARNING RESEARCH SCIENTIST. Are you a Data Scientist with a research background and experience in Machine Learning?...
74,jl_1afde0031df3452a,permanent,research+scientist,22 days ago,Formulation Scientist - Crop Protection,CK Group,"£28,000 - £35,000 a year",Hampshire,5 reviews,Oliver Care is currently recruiting for a Formulation Scientist within Crop Protection for a global research and development company committed to science and...
75,jl_26f7d6c41ef7cf03,permanent,research+scientist,12 days ago,Research Data Scientist - £85k,Harnham,"£80,000 - £85,000 a year",London,6 reviews,"Data Scientist (R&D). Harnham are working with a leading financial services data provider, helping to build out their core R&D Data Lab...."
76,jl_3b9520621c0e3384,permanent,research+scientist,30+ days ago,Associate Scientist,GEM Partnership,"£35,000 a year",Stockton-on-Tees,2 reviews,Experience of carrying out laboratory research and development studies. Gem Partnership have been tasked by an international manufacturing organisation to...
77,jl_7a35c429fbe7a76d,permanent,research+scientist,1 day ago,Scientific Events Co-ordinator,ZSL,"£27,387 a year",London,2 reviews,"Good knowledge of research and priorities in conservation science. Through the work of our pioneering scientists, our dedicated conservationists and our..."
78,jl_f251e9fc6ee0a6a4,permanent,research+scientist,20 days ago,Senior Scientist,Escape Recruitment Services,,Dundee,10 reviews,Strong working knowledge and experience of drug development in cancer research. They specialist in drug development and research and currently have several...
79,jl_2c0e864f56c19b2d,permanent,research+scientist,6 days ago,919-DS-6252527-EXT - Specialist Biomedical Scientist,Public Health England,"£27,527 - £34,841 a year",Salisbury,41 reviews,"Strategic leadership, research, advice and support for Government, local authorities and the NHS in protecting and improving the nation's health...."
80,jl_979ddeff2ae74a57,permanent,research+scientist,30+ days ago,"NGS Scientist, Cancer R&D",Northpoint Recruitment,"£35,000 a year",Kidlington,,Commercially focused – ability to interact with high profile research scientists and corporate customers. Due to a fantastic growth period they are looking for...
81,jl_f11ef007015f16b5,permanent,research+scientist,10 days ago,Research Associate in Palaeolithic Archaeology/Anthropology,The University of Manchester,"£32,236 - £39,609 a year",Manchester,141 reviews,"As part of a project funded by the NERC, we are seeking a committed and engaged post-doctoral scientist to work on a project investigating the co-evolution of..."
82,jl_4bd4c0abf7ec7da1,permanent,research+scientist,27 days ago,Data Scientist,Cathcart Associates,"£30,000 - £45,000 a year",Sheffield,,"Data Scientist - Greenfield Site - R&D Projects. This is a greenfield site, which means the role is heavily research focused...."
83,jl_8140786a105fc4a6,permanent,research+scientist,23 days ago,Capsid Development Scientist,CK Group,"£32,000 - £40,000 a year",Hertfordshire,5 reviews,Scientist positions are designed to provide a strong research foundation that is supported by a newly created state of the art facility....
84,jl_80cdbf8a1a9634b1,permanent,research+scientist,28 days ago,Sensory Scientist - Flavours,Matchtech,,Hampshire,14 reviews,"Dynamic, creative sensory scientists are invited to apply for an outstanding opportunity to join the strategic innovation team at the UK's science centre for a..."
85,jl_37579c9b37e84895,permanent,research+scientist,4 days ago,Chief Data Scientist - Start-up,Harnham,"£75,000 - £85,000 a year",London,6 reviews,SALARY DETAILS - CHIEF DATA SCIENTIST. This is the opportunity to join as their Chief Data Scientist (stock options possible)....
86,jl_9e2b7d027a23a147,permanent,research+scientist,7 days ago,Research Insights Lead,Harnham,"£50,000 - £55,000 a year",London,6 reviews,"Research Insights Lead - Leading Pharmaceutical brand. £55,000 + benefits...."
87,jl_203c08cd1872dbd8,permanent,research+scientist,30+ days ago,Customer Scientist,Harnham,"£40,000 - £50,000 a year",London,6 reviews,"You will manage the research of the market and you will present it to stakeholders. If you want to be part of an established company that keeps expanding, this..."
88,jl_3d4230143a8c329c,permanent,research+scientist,30+ days ago,Innovation Scientist,CK Group,"£25,000 - £36,000 a year",Hertfordshire,5 reviews,To research flooring and other related industries to identify novel materials and processes that can be incorporated into the company's products....
89,jl_af650bf5b5150c88,permanent,research+scientist,30+ days ago,Machine Learning Scientist,Babylon Health,,London,,Have passion for research. Experience building research prototypes and developing product-worthy tools from them....
90,jl_d047aa66e80b13a7,permanent,research+scientist,22 days ago,Product Development Scientist,Escape Recruitment Services,,Glasgow,10 reviews,"Relevant experience in industry such as medical device, product development or research. They are in the middle of an exciting period of growth and as such..."
91,jl_da80e9e8d2314a21,permanent,research+scientist,30+ days ago,Antibody Scientist,Northpoint Recruitment,,Saffron Walden,,+ Great Senior or Research level role. + Phage library construction and validation....
92,jl_d4c1c5af60dcc1d9,permanent,research+scientist,30+ days ago,Immunoassay development Scientist,Meet Recruitment,,Milton,8 reviews,"A couple of years working with research of immunoassays. The Scientist role available here at Meet offers the ability to work within a growing company, engaging..."
93,jl_c1ba1bf83396b45b,permanent,research+scientist,30+ days ago,Research Scientist – Research & Applied Data Science,Aspire Data Recruitment,"£45,000 - £55,000 a year",Manchester,,"Research Scientist – Research & Applied Data Science. A Master’s degree in Statistics, Mathematics, Operations Research, Economics, Computer Science or a..."
94,jl_9f57805d5a1d0ee3,permanent,research+scientist,30+ days ago,Dimensional Measurement Specialist,National Physical Laboratory,,Teddington,,"NPL is a world-leading research facility, bringing together scientists and engineers from almost every field to help save lives, protect the environment and..."
95,jl_08cba5f3e6dc35ff,permanent,research+scientist,8 days ago,Information Scientist,I2I Recruitment,"£25,000 - £30,000 a year",Surrey,,Research and literature searching. This established science and technology organisation is seeking an innovative Information Scientist to join their team....
96,jl_bc8ed4b911d29dce,permanent,research+scientist,8 days ago,Biomedical Scientist Advanced Specialist,NHS Blood and Transplant,"£33,222 - £43,041 a year",Bristol BS34,"4,005 reviews",We’re looking for a HCPC registered Biomedical or Clinical Scientist with a relevant MSc or equivalent qualification....
97,jl_5689ab366fa76d04,permanent,research+scientist,19 days ago,Senior Statistician,British American Tobacco,"£59,600 - £74,500 a year",Southampton,"1,437 reviews",Group Research & Development. Bring your skills and make an impact implementing best practises for experimental design and statistical analysis across Research...
98,jl_4c1724ffe951b9dd,permanent,research+scientist,30+ days ago,Research Data Scientist - founded by DeepMind,Harnham,"£50,000 - £70,000 a year",London,6 reviews,Research Data Scientist. The successful Research Data Scientist will have a PhD qualification in a science or science-related subject and will have published...
99,jl_0f616205f290255a,permanent,research+scientist,1 day ago,InSAR Scientist,CGG Services (UK) ltd,,Edenbridge,,They will contribute and/or lead aspects of internal InSAR research and development (R&D) initiatives (e.g....
100,jl_f9f871bdeecd0e1c,permanent,research+scientist,7 hours ago,Data Scientist - Python and/or R,Michael Page UK,"£40,000 - £50,000 a year",Brighton,32 reviews,Research and implement machine learning and statistical approaches. We have partnered together to secure two dynamic Data Scientists to join the team....
101,jl_d60728787a874466,permanent,research+scientist,3 days ago,Protein Crystallography Facility Manager,MRC Laboratory of Molecular Biology,"£37,769 - £44,396 a year",Cambridge,2 reviews,"You will also liaise with other Group Leaders, Research Support staff, Post-doctoral scientists and Students across the LMB...."
102,jl_a1b93e5d2124f237,permanent,research+scientist,24 days ago,Senior Process Development Scientist,Hobson Prior,"£30,000 - £35,000 a year",Oxfordshire,,This is a unique opportunity to join an innovative therapeutics company who are undertaking ground breaking research to develop new therapeutic options....
103,jl_a31e6457b53f9739,permanent,research+scientist,13 days ago,Data Scientist,Woolf Group,"£75,000 - £85,000 a year",London,,Leading retail bank based in London are looking to recruit an experienced Data Scientist to join their team....
104,jl_a77ec4b2390cf9bf,permanent,research+scientist,30+ days ago,Senior Research Scientist - Cell Based Assays - Cambridge,Northpoint Recruitment,,Cambridge,,"Senior Research Scientist - Cell Based Assays - Cambridge. With a pipeline of approximately 100 research projects and more than 3,000 employees worldwide, my..."
105,jl_52b6d31ff6fcbf46,permanent,research+scientist,21 days ago,Graduate Engineer,Pirbright,"£27,355 a year",Pirbright,,"The Pirbright Institute delivers world-leading research to understand, predict, detect and respond to viral disease outbreaks...."
106,jl_0577993bd03fc5dd,permanent,research+scientist,30+ days ago,Co-ordinate Measurement Specialist,National Physical Laboratory,,Teddington,,"NPL is a world-leading research facility, bringing together scientists and engineers from almost every field to help save lives, protect the environment and..."
107,jl_cbc8d0f9c1e7ffd8,permanent,research+scientist,30+ days ago,Data Scientist,Coller Capital,,London,,"Conduct research and develop that research into usable tools for the investment team. As a Data Scientist at Coller Capital, you will:...."
108,jl_374283f425656326,permanent,research+scientist,2 days ago,Senior Biochemist/Protein Production & Characterisation Scie...,CK Group,"£30,000 - £45,000 a year",Hertfordshire,5 reviews,"You will express, purify and characterise proteins relevant to research activities. Jason Johal is recruiting for a Senior Biochemist/Protein Production &..."
109,jl_80b77746f7add710,permanent,research+scientist,30+ days ago,Scientist - Immunology,Scientific People,"£32,125 a year",North Lanarkshire,,"Antibody Analytics is a young, innovative and dynamic contract research organisation with big ambitions. Ensure the smooth running of a research laboratory and..."
110,jl_731b27ea8d7fe1ff,permanent,research+scientist,30+ days ago,Senior Research Scientist (Disco II),Northpoint Recruitment,,Aberdeen,,"Due to recent expansion, my client is looking for a Senior immunology Scientist to help make scientific observations, maintain detailed workbooks/documentation..."
111,jl_068c806665e6d576,permanent,research+scientist,30+ days ago,Research Assistant – Immunology,FPS,,Aberdeen,42 reviews,Research Scientist – Immunology. FPS are currently recruiting for a Research Scientist for the Immunology department of a growing pharmaceutical company in...
112,jl_0d184ce169db5220,permanent,research+scientist,30+ days ago,Research Engineer,Babylon Health,,London,,"Research papers in machine learning at venues such as NIPS, ICML, AISTATS etc. Reporting to the lead data scientist, you will be part of a collaborative and..."
113,jl_0496f43be79a424d,permanent,research+scientist,16 days ago,Senior Research Analyst,Boston Link,,Isle of Man,,Minimum 3 years’ relevant research experience; Work with and influence internal Data Scientists to deliver key analytical requirements....
114,jl_d40fe75381adbaad,permanent,research+scientist,30+ days ago,Principal Scientist (Biochemistry),CY Partner,,Birmingham,,"Or MSc with 3+ years’ research experience. This is a laboratory-based role where you will be working in a dynamic, multi-disciplinary research environment...."
